::1 - - [13/Dec/2021:09:48:31 +0100] "POST /wp-admin/upgrade.php?step=upgrade_db HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:12:16:31 +0100] "GET /wp-admin/post.php?post=21&action=edit&message=4 HTTP/1.1" 200 385678
127.0.0.1 - - [13/Dec/2021:12:16:35 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 1
127.0.0.1 - - [13/Dec/2021:12:16:35 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:12:16:35 +0100] "POST /wp-admin/admin-ajax.php HTTP/1.1" 200 47
127.0.0.1 - - [13/Dec/2021:12:16:37 +0100] "GET / HTTP/1.1" 200 5581
127.0.0.1 - - [13/Dec/2021:12:16:37 +0100] "GET /wp-content/themes/mytheme/style.css HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:16:37 +0100] "GET /wp-content/themes/mytheme/style.css?ver=5.8.2 HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:16:39 +0100] "GET /blog/ HTTP/1.1" 200 5113
127.0.0.1 - - [13/Dec/2021:12:16:41 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:16:43 +0100] "GET /contact/ HTTP/1.1" 200 7649
127.0.0.1 - - [13/Dec/2021:12:16:45 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:16:45 +0100] "GET /blog/ HTTP/1.1" 200 5113
127.0.0.1 - - [13/Dec/2021:12:17:44 +0100] "GET /blog/ HTTP/1.1" 200 5113
127.0.0.1 - - [13/Dec/2021:12:17:46 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:17:47 +0100] "GET /contact/ HTTP/1.1" 200 7649
127.0.0.1 - - [13/Dec/2021:12:17:59 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:17:59 +0100] "GET /blog/ HTTP/1.1" 200 5113
127.0.0.1 - - [13/Dec/2021:12:18:10 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:18:47 +0100] "GET /blog/ HTTP/1.1" 200 5113
127.0.0.1 - - [13/Dec/2021:12:18:49 +0100] "GET /about-us/ HTTP/1.1" 200 5669
127.0.0.1 - - [13/Dec/2021:12:18:50 +0100] "GET /contact/ HTTP/1.1" 200 7649
127.0.0.1 - - [13/Dec/2021:12:19:33 +0100] "GET /wp-content/themes/mytheme/style.css?ver=5.8.2 HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:19:33 +0100] "GET /wp-content/themes/mytheme/style.css HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET / HTTP/1.1" 200 5581
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-content/themes/mytheme/style.css HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-includes/css/dashicons.min.css?ver=5.8.2 HTTP/1.1" 200 59016
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-includes/css/dist/block-library/style.min.css?ver=5.8.2 HTTP/1.1" 200 80574
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.3 HTTP/1.1" 200 2731
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-includes/css/admin-bar.min.css?ver=5.8.2 HTTP/1.1" 200 19750
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-content/themes/mytheme/style.css?ver=5.8.2 HTTP/1.1" 200 1704
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.8.2 HTTP/1.1" 200 18181
127.0.0.1 - - [13/Dec/2021:12:26:34 +0100] "GET /favicon.ico HTTP/1.1" 302 -
127.0.0.1 - - [13/Dec/2021:12:26:35 +0100] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.1" 200 4119
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-global.css?ver=5.11.4 HTTP/1.1" 200 33327
127.0.0.1 - - [13/Dec/2021:12:26:58 +0100] "GET /wp-admin/edit.php?post_type=page HTTP/1.1" 200 56088
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.8.2 HTTP/1.1" 200 381608
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.8.2 HTTP/1.1" 200 102612
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79 HTTP/1.1" 200 9866
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/js/common.min.js?ver=5.8.2 HTTP/1.1" 200 20037
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/admin-bar.min.js?ver=5.8.2 HTTP/1.1" 200 3556
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1 HTTP/1.1" 200 9531
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.12.1 HTTP/1.1" 200 20787
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/js/tags-suggest.min.js?ver=5.8.2 HTTP/1.1" 200 2250
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.12.1 HTTP/1.1" 200 8539
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/heartbeat.min.js?ver=5.8.2 HTTP/1.1" 200 5877
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/js/svg-painter.js?ver=5.8.2 HTTP/1.1" 200 5522
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.8.2 HTTP/1.1" 200 1658
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/js/inline-edit-post.min.js?ver=5.8.2 HTTP/1.1" 200 7411
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63 HTTP/1.1" 200 3009
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd HTTP/1.1" 200 1257
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.8.2 HTTP/1.1" 200 29800
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.8.2 HTTP/1.1" 200 18181
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-global.css.map HTTP/1.1" 200 81243
127.0.0.1 - - [13/Dec/2021:12:26:59 +0100] "GET /wp-admin/post.php?post=21&action=edit HTTP/1.1" 200 390311
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16 HTTP/1.1" 200 11256
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.8.2 HTTP/1.1" 200 4186
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-global.css?ver=5.11.4 HTTP/1.1" 200 33327
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/css/acf-input.css?ver=5.11.4 HTTP/1.1" 200 71368
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/select2/4/select2.min.css?ver=4.0.13 HTTP/1.1" 200 14966
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/datepicker/jquery-ui.min.css?ver=1.11.4 HTTP/1.1" 200 23482
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/timepicker/jquery-ui-timepicker-addon.min.css?ver=1.6.1 HTTP/1.1" 200 1901
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 HTTP/1.1" 200 790
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/i18n.min.js?ver=5f1269854226b4dd90450db411a12b79 HTTP/1.1" 200 9866
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19 HTTP/1.1" 200 73015
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/dom-ready.min.js?ver=71883072590656bf22c74c7b887df3dd HTTP/1.1" 200 1257
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/a11y.min.js?ver=0ac8327cc1c40dcfdf29716affd7ac63 HTTP/1.1" 200 3009
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/vendor/react.min.js?ver=16.13.1 HTTP/1.1" 200 12463
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/autop.min.js?ver=0e55c6c10f6d8a4bd90b2ea903436301 HTTP/1.1" 200 6247
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/deprecated.min.js?ver=932d8bb37da8bbb396a7a3f754345e08 HTTP/1.1" 200 1564
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/blob.min.js?ver=4eca38a62df5f0145a5f1a78858581e7 HTTP/1.1" 200 1574
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/block-serialization-default-parser.min.js?ver=2fc6dec19af6d4c5e5fec8f6fdc1a10b HTTP/1.1" 200 3015
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/dom.min.js?ver=a82fdb54a6baeb86aa639117061bf119 HTTP/1.1" 200 13610
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/vendor/react-dom.min.js?ver=16.13.1 HTTP/1.1" 200 118656
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/element.min.js?ver=43a121e875f299c637e1115581bee905 HTTP/1.1" 200 9240
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/escape-html.min.js?ver=dcba9e40e8782c7d5883426934834b3e HTTP/1.1" 200 1783
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/is-shallow-equal.min.js?ver=9b8d91804cfb3ef5b14e6ef816664072 HTTP/1.1" 200 1696
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/keycodes.min.js?ver=0b881ee2324067c223d746a87ae4ddda HTTP/1.1" 200 3414
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/compose.min.js?ver=35754587ca81a116927d3de1017f4fa0 HTTP/1.1" 200 32431
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/priority-queue.min.js?ver=b2e76fb9887a285b5eff38763f2ac2fc HTTP/1.1" 200 1636
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,buttons,media-views,editor-buttons,wp-components,wp-block-editor,wp-nux,wp-reusable-blocks,wp-editor,common,&load%5Bchunk_1%5D=forms,wp-reset-editor-styles,wp-block-library,wp-editor-classic-layout-styles,wp-block-library-theme,wp-edit-blocks,wp-edit-post&load%5Bchunk_2%5D=,wp-block-directory,wp-format-library,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,wi&load%5Bchunk_3%5D=dgets,site-icon,l10n,wp-auth-check,wp-color-picker&ver=5.8.2 HTTP/1.1" 200 899058
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/data.min.js?ver=a9e98fe3ad76884fe7909ba8348395b7 HTTP/1.1" 200 22555
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/redux-routine.min.js?ver=fd5f93d1f8206c65d1891cf1f898211e HTTP/1.1" 200 9608
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/html-entities.min.js?ver=26307b6ad1e445fc1a4643f634cb29c6 HTTP/1.1" 200 1416
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/shortcode.min.js?ver=361473450d55d9ffe30983cf22f42a8f HTTP/1.1" 200 3996
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/blocks.min.js?ver=7ed7fe32dad771c4e0af4f56539ff156 HTTP/1.1" 200 158047
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.29.1 HTTP/1.1" 200 58325
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/date.min.js?ver=061439ac4325ef057b8f9c142c82a823 HTTP/1.1" 200 203411
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/primitives.min.js?ver=fedf57cf6da174d1eca2875b8b730af3 HTTP/1.1" 200 2896
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/rich-text.min.js?ver=10cd4e4656806fb1a6884c84213af69c HTTP/1.1" 200 34096
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/components.min.js?ver=413e179f8a99bd28091ba5cc6f72c9f3 HTTP/1.1" 200 645355
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/url.min.js?ver=d4bdf85a96aa587b52f4b8d58b4457c1 HTTP/1.1" 200 5002
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/api-fetch.min.js?ver=134e23b5f88ba06a093f9f92520a98df HTTP/1.1" 200 5756
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/plupload/moxie.min.js?ver=1.3.5 HTTP/1.1" 200 87654
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/plupload/plupload.min.js?ver=2.1.9 HTTP/1.1" 200 15612
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.12.1 HTTP/1.1" 200 20787
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/warning.min.js?ver=3e70e9d62208deeee510b84df4dec7f1 HTTP/1.1" 200 2834
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.12.1 HTTP/1.1" 200 3380
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.12.1 HTTP/1.1" 200 24782
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/contact-form-7/includes/block-editor/index.js?ver=5.5.3 HTTP/1.1" 200 4055
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/resizable.min.js?ver=1.12.1 HTTP/1.1" 200 18472
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.8.2 HTTP/1.1" 200 130931
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf.min.js?ver=5.11.4 HTTP/1.1" 200 27975
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/build/js/acf-input.min.js?ver=5.11.4 HTTP/1.1" 200 100386
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/select2/4/select2.full.min.js?ver=4.0.13 HTTP/1.1" 200 78515
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/datepicker.min.js?ver=1.12.1 HTTP/1.1" 200 36148
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/timepicker/jquery-ui-timepicker-addon.min.js?ver=1.6.1 HTTP/1.1" 200 41134
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/draggable.min.js?ver=1.12.1 HTTP/1.1" 200 18291
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/slider.min.js?ver=1.12.1 HTTP/1.1" 200 10712
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/jquery.ui.touch-punch.js?ver=0.2.2 HTTP/1.1" 200 1179
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/iris.min.js?ver=1.0.7 HTTP/1.1" 200 23643
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/color-picker.min.js?ver=5.8.2 HTTP/1.1" 200 3490
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/plugins/advanced-custom-fields/assets/inc/color-picker-alpha/wp-color-picker-alpha.js?ver=3.0.0 HTTP/1.1" 200 17101
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-content/uploads/2021/12/DSC_00091-199x300.jpg HTTP/1.1" 200 18628
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/thickbox/thickbox.css?ver=5.8.2 HTTP/1.1" 200 2659
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/common.min.js?ver=5.8.2 HTTP/1.1" 200 20037
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/admin-bar.min.js?ver=5.8.2 HTTP/1.1" 200 3556
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/heartbeat.min.js?ver=5.8.2 HTTP/1.1" 200 5877
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent&ver=5.8.2 HTTP/1.1" 200 1481
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/keyboard-shortcuts.min.js?ver=d70c8cb490d99422cf8f2693ab7e88d0 HTTP/1.1" 200 4619
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/notices.min.js?ver=f5dfeda575085df54ed17c2d8a6afaa4 HTTP/1.1" 200 2636
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/token-list.min.js?ver=4440092061c305ccc3ebf8ce18138c8a HTTP/1.1" 200 2124
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/wordcount.min.js?ver=83b86052fd3fc408a609e60d52164115 HTTP/1.1" 200 3255
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/block-editor.min.js?ver=fc8c27c6e95e7e0d59b4e344cb9ddfed HTTP/1.1" 200 423310
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/data-controls.min.js?ver=cb4174d77c57f56732dc41d3bf3b2781 HTTP/1.1" 200 2241
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/core-data.min.js?ver=fe45a7066c931b4d3d0ff96789da023d HTTP/1.1" 200 41646
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/reusable-blocks.min.js?ver=f210f01a481601fc2639d3f839449c5c HTTP/1.1" 200 7075
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/server-side-render.min.js?ver=e68a4eae1f1e1f9a993d3bfbb601bad3 HTTP/1.1" 200 4126
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/viewport.min.js?ver=57f92677272305fe301d0d0616d6c8c7 HTTP/1.1" 200 3030
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/editor.min.js?ver=5.8.2 HTTP/1.1" 200 13211
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/block-library.min.js?ver=69fc06eecf1aeb26e48b8a47ed38179b HTTP/1.1" 200 483010
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/media-utils.min.js?ver=8e557d69e3ef2356d081c60830d157a1 HTTP/1.1" 200 8052
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/editor.min.js?ver=208cadf8632b62c7ccdf2f2feb2398e2 HTTP/1.1" 200 142423
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/plugins.min.js?ver=01dbac2843febe57b20f01bdb7a432b8 HTTP/1.1" 200 5330
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.1" 200 19076
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/backbone.min.js?ver=1.4.0 HTTP/1.1" 200 23818
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/wp-util.min.js?ver=5.8.2 HTTP/1.1" 200 1340
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/wp-backbone.min.js?ver=5.8.2 HTTP/1.1" 200 3037
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/plupload/wp-plupload.min.js?ver=5.8.2 HTTP/1.1" 200 5979
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.16 HTTP/1.1" 200 157610
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/media-models.min.js?ver=5.8.2 HTTP/1.1" 200 14293
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.8.2 HTTP/1.1" 200 1193
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.8.2 HTTP/1.1" 200 906
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/api-request.min.js?ver=5.8.2 HTTP/1.1" 200 1025
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/clipboard.min.js?ver=5.8.2 HTTP/1.1" 200 10607
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/media-views.min.js?ver=5.8.2 HTTP/1.1" 200 111267
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/postbox.min.js?ver=5.8.2 HTTP/1.1" 200 6713
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/edit-post.min.js?ver=3656613c515e40e95a15114467097b39 HTTP/1.1" 200 205281
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/shortcode.min.js?ver=5.8.2 HTTP/1.1" 200 2650
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/media-editor.min.js?ver=5.8.2 HTTP/1.1" 200 10909
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/media-audiovideo.min.js?ver=5.8.2 HTTP/1.1" 200 12964
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/mce-view.min.js?ver=5.8.2 HTTP/1.1" 200 9883
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/imgareaselect/jquery.imgareaselect.min.js?ver=5.8.2 HTTP/1.1" 200 9723
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/image-edit.min.js?ver=5.8.2 HTTP/1.1" 200 11263
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/quicktags.min.js?ver=5.8.2 HTTP/1.1" 200 11133
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/wplink.min.js?ver=5.8.2 HTTP/1.1" 200 11270
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.12.1 HTTP/1.1" 200 9531
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.12.1 HTTP/1.1" 200 8539
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.1" 200 13194
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/media-upload.min.js?ver=5.8.2 HTTP/1.1" 200 1152
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/block-directory.min.js?ver=59e39b168393c12505197fed91dc8d01 HTTP/1.1" 200 21578
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/dist/format-library.min.js?ver=c765b263eb6bc434e4b93dfc8771aaaf HTTP/1.1" 200 18437
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-admin/js/svg-painter.js?ver=5.8.2 HTTP/1.1" 200 5522
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.8.2 HTTP/1.1" 200 1658
127.0.0.1 - - [13/Dec/2021:12:27:00 +0100] "GET /wp-includes/js/wp-embed.min.js?ver=5.8.2 HTTP/1.1" 200 1426
